"","AOMICID","income","female","education","hand","econ.ideology","econ.ideology.scale","social.ideology","social.ideology.scale","economic.identity","economic.identity.scale","social.identity","social.identity.scale","political.interest","political.interest.scale","non.voting","unfaithful.voting","vote.2010","vote.next","alpha","beta","gamma","delta","Fscale","ACC","rAmyg","rAmygW","lAmyg"
"78","080","Modaal tot dubbel-modaal (32500-65000 euro in 2010)",1,"mbo (middelbaar beroepsonderwijs)","Linkshandig",2.5,-0.524746560196959,1.5,-0.338873539429378,3,-0.483084154845155,6,2.07161921600328,NA,NA,1,3,"D66","Anders, nl.",1.20288530084065,-0.845830942423806,1.01585168467097,-0.719087978645954,0.5625,335,781,484,683
"79","081","Modaal tot dubbel-modaal (32500-65000 euro in 2010)",1,"universiteit of post-hbo onderwijs","Rechtshandig",3.5,0.827808744695738,3,2.17078657844453,4,0.127260701341909,3,-0.24066282671439,NA,NA,1,6,"D66","D66",-0.806787888085496,-0.145331777048764,-0.800033657887896,-0.180888590901622,0.6875,352,662,409,808
"80","082","Dubbel-modaal tot driemaal-modaal (65000-100000 euro in 2010) ",1,"havo of vwo (hbs, atheneum, gymnasium)","Rechtshandig",2.25,-0.862885386420134,1.75,0.0794031468829401,2,-1.09342901103222,3,-0.24066282671439,NA,NA,1,3,"Christenunie","Christenunie",0.80095066305542,1.25566655370132,-0.281209274299647,-0.449988284773788,0.5625,317,674,418,677
"81","083","Modaal tot dubbel-modaal (32500-65000 euro in 2010)",0,"havo of vwo (hbs, atheneum, gymnasium)","Rechtshandig",4,1.50408639714209,3.75,3.42561663738148,5,0.737605557528972,5,1.30085853509739,NA,NA,0,3,"VVD","VVD",0.399016025270191,-2.59707885586141,-1.05944584968202,2.24100865394787,0.4375,300,691,433,687
"82","084","Beneden-modaal (minder dan 32500)",1,"mbo (middelbaar beroepsonderwijs)","Rechtshandig",2.5,-0.524746560196959,1.75,0.0794031468829401,3,-0.483084154845155,3,-0.24066282671439,NA,NA,0,3,"Partij voor de dieren","Partij voor de dieren",0.399016025270191,-1.19608052511133,0.75643949287685,0.35731079684271,0.5,345,634,390,701
"83","085","Modaal tot dubbel-modaal (32500-65000 euro in 2010)",0,"mbo (middelbaar beroepsonderwijs)","Rechtshandig",2.75,-0.186607733973785,2.25,0.915956519507576,7,1.9582952699031,2,-1.01142350762028,NA,NA,1,2,"PVV","PVV",-0.806787888085496,0.204917805638757,-0.540621466093772,0.895510184587043,0.25,336,603,371,611
"84","086","Modaal tot dubbel-modaal (32500-65000 euro in 2010)",0,"mbo (middelbaar beroepsonderwijs)","Rechtshandig",3,0.151531092249389,3.5,3.00733995106917,7,1.9582952699031,4,0.530097854191498,NA,NA,1,5,"PVV","PVV",2.40868921419634,-1.19608052511133,-1.05944584968202,-2.06458644800679,0.25,338,621,380,634
"85","087","Modaal tot dubbel-modaal (32500-65000 euro in 2010)",1,"mbo (middelbaar beroepsonderwijs)","Rechtshandig",3.25,0.489669918472564,1,-1.17542691205401,2,-1.09342901103222,2,-1.01142350762028,NA,NA,1,2,"PvdA","PvdA",-1.20872252587072,1.60591613638884,-0.540621466093772,1.43370957233138,0.875,309,639,399,479
"86","088","Beneden-modaal (minder dan 32500)",1," hbo (hoger beroepsonderwijs)","Rechtshandig",2.75,-0.186607733973785,1,-1.17542691205401,2,-1.09342901103222,4,0.530097854191498,NA,NA,1,4,"D66","D66",-1.61065716365595,0.555167388326278,1.01585168467097,0.35731079684271,0.625,325,653,405,642
"87","089","Modaal tot dubbel-modaal (32500-65000 euro in 2010)",1,"mbo (middelbaar beroepsonderwijs)","Rechtshandig",2.75,-0.186607733973785,1.5,-0.338873539429378,3,-0.483084154845155,4,0.530097854191498,NA,NA,0,4,"Anders, nl.","Anders, nl.",0.80095066305542,1.25566655370132,0.237615109288601,-1.52638706026245,0.375,321,620,384,723
"88","090","Modaal tot dubbel-modaal (32500-65000 euro in 2010)",1,"mbo (middelbaar beroepsonderwijs)","Rechtshandig",2.5,-0.524746560196959,1.25,-0.757150225741696,3,-0.483084154845155,4,0.530097854191498,NA,NA,1,5,"SP","SP",2.00675457641111,-0.145331777048764,-0.281209274299647,-1.25728736639029,0.3125,326,704,427,770
"89","091","Modaal tot dubbel-modaal (32500-65000 euro in 2010)",0,"havo of vwo (hbs, atheneum, gymnasium)","Rechtshandig",2.75,-0.186607733973785,1.25,-0.757150225741696,3,-0.483084154845155,2,-1.01142350762028,NA,NA,1,5,"D66","D66",-1.61065716365595,0.555167388326278,-0.540621466093772,0.35731079684271,0.75,346,784,489,742
"90","092","Modaal tot dubbel-modaal (32500-65000 euro in 2010)",1,"havo of vwo (hbs, atheneum, gymnasium)","Rechtshandig",2.25,-0.862885386420134,2.5,1.33423320581989,1,-1.70377386721928,2,-1.01142350762028,NA,NA,1,3,"GroenLinks","GroenLinks",-0.404853250300267,-0.495581359736285,-1.05944584968202,-0.180888590901622,0.6875,331,731,450,784
"91","093","Modaal tot dubbel-modaal (32500-65000 euro in 2010)",0,"mavo, vmbo (theoretische leerweg)","Rechtshandig",3.25,0.489669918472564,2.5,1.33423320581989,5,0.737605557528972,3,-0.24066282671439,NA,NA,1,5,"SP","PvdA",-1.61065716365595,-0.495581359736285,-0.021797082505523,0.895510184587043,0.375,354,707,437,692
"92","094","Modaal tot dubbel-modaal (32500-65000 euro in 2010)",1,"mbo (middelbaar beroepsonderwijs)","Rechtshandig",4,1.50408639714209,1.5,-0.338873539429378,6,1.34795041371604,2,-1.01142350762028,NA,NA,1,2,"PVV","PVV",-0.806787888085496,-1.54633010779885,1.01585168467097,-1.52638706026245,0.5625,333,576,357,610
"93","095","Modaal tot dubbel-modaal (32500-65000 euro in 2010)",0,"havo of vwo (hbs, atheneum, gymnasium)","Rechtshandig",2.5,-0.524746560196959,1.25,-0.757150225741696,2,-1.09342901103222,1,-1.78218418852617,NA,NA,1,2,"GroenLinks","GroenLinks",-1.20872252587072,0.905416971013799,-1.05944584968202,1.70280926620354,0.75,310,593,362,668
"94","096","Modaal tot dubbel-modaal (32500-65000 euro in 2010)",1,"havo of vwo (hbs, atheneum, gymnasium)","Rechtshandig",2.25,-0.862885386420134,1.5,-0.338873539429378,4,0.127260701341909,4,0.530097854191498,NA,NA,1,3,"Partij voor de dieren","Partij voor de dieren",1.60481993862588,0.905416971013799,-0.281209274299647,-1.25728736639029,0.5625,318,583,354,750
"95","097","Beneden-modaal (minder dan 32500)",1,"mbo (middelbaar beroepsonderwijs)","Rechtshandig",2,-1.20102421264331,1.25,-0.757150225741696,3,-0.483084154845155,5,1.30085853509739,NA,NA,0,5,"D66","D66",0.80095066305542,0.555167388326278,-0.021797082505523,0.35731079684271,0.5,340,691,432,728
"96","098","Modaal tot dubbel-modaal (32500-65000 euro in 2010)",0,"mbo (middelbaar beroepsonderwijs)","Rechtshandig",2.5,-0.524746560196959,1,-1.17542691205401,1,-1.70377386721928,1,-1.78218418852617,NA,NA,1,7,"SP","GroenLinks",-0.00291861251503796,0.204917805638757,2.05350045184747,0.0882111029705443,0.125,324,679,415,627
"97","099","Modaal tot dubbel-modaal (32500-65000 euro in 2010)",0,"havo of vwo (hbs, atheneum, gymnasium)","Rechtshandig",4.5,2.18036404958844,1.75,0.0794031468829401,5,0.737605557528972,3,-0.24066282671439,NA,NA,1,6,"VVD","VVD",-0.806787888085496,0.204917805638757,-1.57827023327027,0.35731079684271,0.3125,335,576,348,611
"98","100","Modaal tot dubbel-modaal (32500-65000 euro in 2010)",1,"mavo, vmbo (theoretische leerweg)","Rechtshandig",2.25,-0.862885386420134,1.5,-0.338873539429378,3,-0.483084154845155,4,0.530097854191498,NA,NA,1,5,"GroenLinks","GroenLinks",-0.404853250300267,0.555167388326278,1.53467606825922,0.35731079684271,0.5,322,745,458,812
"99","101","Beneden-modaal (minder dan 32500)",1,"mavo, vmbo (theoretische leerweg)","Rechtshandig",3,0.151531092249389,1.25,-0.757150225741696,4,0.127260701341909,5,1.30085853509739,NA,NA,1,5,"PvdA","PvdA",-0.404853250300267,0.204917805638757,-0.540621466093772,-0.449988284773788,0.5625,322,648,407,539
"100","102","Beneden-modaal (minder dan 32500)",1,"mavo, vmbo (theoretische leerweg)","Rechtshandig",3,0.151531092249389,1.25,-0.757150225741696,7,1.9582952699031,4,0.530097854191498,NA,NA,0,1,"CDA","Christenunie",0.80095066305542,-0.845830942423806,-0.021797082505523,1.16460987845921,0,328,751,466,723
"101","103","Modaal tot dubbel-modaal (32500-65000 euro in 2010)",1,"mbo (middelbaar beroepsonderwijs)","Rechtshandig",3,0.151531092249389,1,-1.17542691205401,6,1.34795041371604,3,-0.24066282671439,NA,NA,1,2,"PVV","PVV",-0.404853250300267,0.555167388326278,-0.281209274299647,0.626410490714877,0.3125,331,618,380,683
"102","105","Beneden-modaal (minder dan 32500)",1,"mavo, vmbo (theoretische leerweg)","Rechtshandig",3,0.151531092249389,1.5,-0.338873539429378,1,-1.70377386721928,4,0.530097854191498,NA,NA,1,7,"GroenLinks","GroenLinks",0.399016025270191,0.555167388326278,1.2752638764651,-0.719087978645954,0.375,330,692,428,736
"103","106","Modaal tot dubbel-modaal (32500-65000 euro in 2010)",1,"mbo (middelbaar beroepsonderwijs)","Rechtshandig",3.25,0.489669918472564,1.75,0.0794031468829401,4,0.127260701341909,4,0.530097854191498,NA,NA,1,5,"PvdA","PVV",1.60481993862588,-0.845830942423806,0.497027301082726,-2.06458644800679,0.5,334,682,418,684
"104","107","Dubbel-modaal tot driemaal-modaal (65000-100000 euro in 2010) ",1,"mavo, vmbo (theoretische leerweg)","Rechtshandig",2.5,-0.524746560196959,1.5,-0.338873539429378,3,-0.483084154845155,4,0.530097854191498,NA,NA,1,3,"PvdA","GroenLinks",-0.404853250300267,-0.495581359736285,-0.800033657887896,-0.180888590901622,0.5,316,662,407,492
"105","108","Modaal tot dubbel-modaal (32500-65000 euro in 2010)",1,"mbo (middelbaar beroepsonderwijs)","Linkshandig",1.75,-1.53916303886648,1.25,-0.757150225741696,2,-1.09342901103222,2,-1.01142350762028,NA,NA,1,5,"GroenLinks","GroenLinks",0.399016025270191,0.204917805638757,-0.021797082505523,-0.988187672518121,0.625,348,628,385,624
"106","109","Modaal tot dubbel-modaal (32500-65000 euro in 2010)",0,"mbo (middelbaar beroepsonderwijs)","Rechtshandig",2.5,-0.524746560196959,1.5,-0.338873539429378,7,1.9582952699031,3,-0.24066282671439,NA,NA,1,2,"PVV","PVV",0.399016025270191,-1.19608052511133,-0.540621466093772,-0.988187672518121,0.1875,339,668,414,641
"107","110","Modaal tot dubbel-modaal (32500-65000 euro in 2010)",1,"mbo (middelbaar beroepsonderwijs)","Rechtshandig",2,-1.20102421264331,2,0.497679833195258,5,0.737605557528972,4,0.530097854191498,NA,NA,1,7,"PVV","PVV",-0.00291861251503796,0.204917805638757,0.237615109288601,0.0882111029705443,0.375,329,718,448,638
"108","111","Beneden-modaal (minder dan 32500)",1," hbo (hoger beroepsonderwijs)","Rechtshandig",2.25,-0.862885386420134,1,-1.17542691205401,4,0.127260701341909,4,0.530097854191498,NA,NA,1,7,"VVD","VVD",0.80095066305542,-0.845830942423806,-0.540621466093772,0.35731079684271,0.375,343,700,437,764
"109","112","Beneden-modaal (minder dan 32500)",1,"mbo (middelbaar beroepsonderwijs)","Rechtshandig",2.25,-0.862885386420134,1.5,-0.338873539429378,2,-1.09342901103222,3,-0.24066282671439,NA,NA,1,2,"PvdA","PvdA",-0.806787888085496,0.204917805638757,-0.540621466093772,0.0882111029705443,0.5,336,624,386,713
"110","113","Beneden-modaal (minder dan 32500)",0,"mbo (middelbaar beroepsonderwijs)","Linkshandig",2.5,-0.524746560196959,3,2.17078657844453,7,1.9582952699031,4,0.530097854191498,NA,NA,1,1,"PVV","PVV",-0.404853250300267,-1.89657969048637,0.237615109288601,-0.449988284773788,0.0625,343,699,431,685
"111","114","Dubbel-modaal tot driemaal-modaal (65000-100000 euro in 2010) ",1,"mbo (middelbaar beroepsonderwijs)","Rechtshandig",2.75,-0.186607733973785,4.25,4.26217001000612,4,0.127260701341909,4,0.530097854191498,NA,NA,1,4,"PVV","PVV",1.60481993862588,-0.495581359736285,0.75643949287685,0.895510184587043,0.25,339,744,464,641
"112","115","Modaal tot dubbel-modaal (32500-65000 euro in 2010)",1,"mavo, vmbo (theoretische leerweg)","Linkshandig",3.5,0.827808744695738,1.25,-0.757150225741696,5,0.737605557528972,2,-1.01142350762028,NA,NA,1,3,"PvdA","PvdA",0.399016025270191,-0.845830942423806,-0.021797082505523,-1.79548675413462,0.5625,332,717,440,724
"113","117","Beneden-modaal (minder dan 32500)",0,"mbo (middelbaar beroepsonderwijs)","Rechtshandig",3,0.151531092249389,2.5,1.33423320581989,6,1.34795041371604,4,0.530097854191498,NA,NA,0,4,"PVV","PVV",-0.00291861251503796,0.905416971013799,-0.021797082505523,0.35731079684271,0.3125,336,690,420,673
"114","118","Dubbel-modaal tot driemaal-modaal (65000-100000 euro in 2010) ",0,"havo of vwo (hbs, atheneum, gymnasium)","Rechtshandig",2.5,-0.524746560196959,1.5,-0.338873539429378,3,-0.483084154845155,2,-1.01142350762028,NA,NA,1,3,"D66","D66",-0.404853250300267,0.204917805638757,-0.281209274299647,-0.449988284773788,0.75,343,717,441,704
"115","119","Modaal tot dubbel-modaal (32500-65000 euro in 2010)",1,"mbo (middelbaar beroepsonderwijs)","Rechtshandig",3.5,0.827808744695738,1.5,-0.338873539429378,4,0.127260701341909,4,0.530097854191498,NA,NA,0,4,"PvdA","PvdA",0.399016025270191,-0.845830942423806,-0.281209274299647,0.35731079684271,0.6875,362,701,434,740
"116","120","Beneden-modaal (minder dan 32500)",1,"havo of vwo (hbs, atheneum, gymnasium)","Rechtshandig",2.25,-0.862885386420134,1.5,-0.338873539429378,2,-1.09342901103222,3,-0.24066282671439,NA,NA,1,3,"GroenLinks","GroenLinks",1.20288530084065,-1.19608052511133,-0.540621466093772,0.0882111029705443,0.5625,314,565,343,723
"117","121","Beneden-modaal (minder dan 32500)",1,"vmbo (basisvorming, leerweg aansluitend bij beroepsonderwijs)","Rechtshandig",3,0.151531092249389,1.5,-0.338873539429378,4,0.127260701341909,4,0.530097854191498,NA,NA,1,4,"Partij voor de dieren","Partij voor de dieren",0.80095066305542,-0.495581359736285,-0.281209274299647,0.0882111029705443,0.5625,339,732,448,741
"118","122","Modaal tot dubbel-modaal (32500-65000 euro in 2010)",0,"mbo (middelbaar beroepsonderwijs)","Rechtshandig",2.25,-0.862885386420134,1.25,-0.757150225741696,4,0.127260701341909,1,-1.78218418852617,NA,NA,1,7,"PVV","D66",-0.404853250300267,1.60591613638884,2.57232483543572,0.0882111029705443,0.5,308,742,458,772
"119","123","Beneden-modaal (minder dan 32500)",1,"mbo (middelbaar beroepsonderwijs)","Linkshandig",2,-1.20102421264331,2,0.497679833195258,1,-1.70377386721928,1,-1.78218418852617,NA,NA,1,1,"SP","SP",-0.00291861251503796,1.60591613638884,-0.281209274299647,1.70280926620354,0.5,359,723,446,702
"120","124","Modaal tot dubbel-modaal (32500-65000 euro in 2010)",1,"vmbo (basisvorming, leerweg aansluitend bij beroepsonderwijs)","Rechtshandig",2,-1.20102421264331,2.25,0.915956519507576,5,0.737605557528972,5,1.30085853509739,NA,NA,1,3,"Christenunie","Christenunie",2.81062385198156,0.555167388326278,-1.31885804147614,0.35731079684271,0.1875,326,650,400,622
"121","125","Modaal tot dubbel-modaal (32500-65000 euro in 2010)",0,"mbo (middelbaar beroepsonderwijs)","Rechtshandig",3.75,1.16594757091891,2,0.497679833195258,4,0.127260701341909,4,0.530097854191498,NA,NA,0,3,"Anders, nl.","PvdA",0.399016025270191,-1.19608052511133,1.2752638764651,-0.449988284773788,0.4375,323,596,368,661
"122","126","Beneden-modaal (minder dan 32500)",1,"mbo (middelbaar beroepsonderwijs)","Rechtshandig",2.75,-0.186607733973785,2.25,0.915956519507576,4,0.127260701341909,4,0.530097854191498,NA,NA,0,3,"CDA","Anders, nl.",0.399016025270191,-0.845830942423806,1.2752638764651,-0.449988284773788,0.25,368,772,481,724
"123","127","Beneden-modaal (minder dan 32500)",1,"lagere school, basisschool","Rechtshandig",3,0.151531092249389,1.5,-0.338873539429378,4,0.127260701341909,3,-0.24066282671439,NA,NA,1,7,"VVD","VVD",-1.20872252587072,0.204917805638757,0.237615109288601,1.16460987845921,0.4375,361,529,326,669
"124","128","Beneden-modaal (minder dan 32500)",1,"mbo (middelbaar beroepsonderwijs)","Rechtshandig",2.75,-0.186607733973785,2.5,1.33423320581989,5,0.737605557528972,4,0.530097854191498,NA,NA,0,4,"VVD","VVD",-0.00291861251503796,-0.495581359736285,1.53467606825922,-1.79548675413462,0.4375,330,681,429,524
"125","129","Modaal tot dubbel-modaal (32500-65000 euro in 2010)",1,"mavo, vmbo (theoretische leerweg)","Rechtshandig",2.5,-0.524746560196959,1,-1.17542691205401,1,-1.70377386721928,3,-0.24066282671439,NA,NA,1,1,"PvdA","PvdA",-0.806787888085496,0.905416971013799,0.237615109288601,-0.449988284773788,0.375,326,730,455,716
"126","130","Modaal tot dubbel-modaal (32500-65000 euro in 2010)",0,"mbo (middelbaar beroepsonderwijs)","Rechtshandig",2,-1.20102421264331,1,-1.17542691205401,5,0.737605557528972,3,-0.24066282671439,NA,NA,1,4,"SP","PVV",-1.61065716365595,-0.145331777048764,1.79408826005335,0.895510184587043,0.375,329,719,446,724
"127","131","Modaal tot dubbel-modaal (32500-65000 euro in 2010)",1,"universiteit of post-hbo onderwijs","Rechtshandig",2.25,-0.862885386420134,1.25,-0.757150225741696,2,-1.09342901103222,3,-0.24066282671439,NA,NA,1,1,"PvdA","GroenLinks",-0.806787888085496,-1.19608052511133,-0.021797082505523,1.16460987845921,0.6875,362,708,439,735
"128","132","Modaal tot dubbel-modaal (32500-65000 euro in 2010)",0,"mbo (middelbaar beroepsonderwijs)","Rechtshandig",3.25,0.489669918472564,1.25,-0.757150225741696,4,0.127260701341909,2,-1.01142350762028,NA,NA,1,1,"Partij voor de dieren","Partij voor de dieren",0.80095066305542,0.555167388326278,1.2752638764651,-0.988187672518121,0.5,314,494,297,510
"129","133","Modaal tot dubbel-modaal (32500-65000 euro in 2010)",1,"mbo (middelbaar beroepsonderwijs)","Linkshandig",2.25,-0.862885386420134,1.5,-0.338873539429378,2,-1.09342901103222,4,0.530097854191498,NA,NA,1,3,"PvdA","PvdA",2.40868921419634,-1.19608052511133,-0.281209274299647,-0.180888590901622,0.4375,345,812,505,812
"130","134","Dubbel-modaal tot driemaal-modaal (65000-100000 euro in 2010) ",1,"havo of vwo (hbs, atheneum, gymnasium)","Rechtshandig",3,0.151531092249389,1.25,-0.757150225741696,3,-0.483084154845155,4,0.530097854191498,NA,NA,1,6,"D66","D66",-0.00291861251503796,0.905416971013799,-0.021797082505523,-0.719087978645954,0.625,326,747,468,744
"131","135","Modaal tot dubbel-modaal (32500-65000 euro in 2010)",1,"mbo (middelbaar beroepsonderwijs)","Linkshandig",2.75,-0.186607733973785,3,2.17078657844453,6,1.34795041371604,4,0.530097854191498,NA,NA,1,1,"SGP","SGP",2.00675457641111,-0.145331777048764,-1.05944584968202,-0.180888590901622,0.625,359,625,389,599
"132","136","Modaal tot dubbel-modaal (32500-65000 euro in 2010)",1,"mbo (middelbaar beroepsonderwijs)","Rechtshandig",3.5,0.827808744695738,1.75,0.0794031468829401,7,1.9582952699031,4,0.530097854191498,NA,NA,1,5,"VVD","VVD",0.80095066305542,0.204917805638757,0.237615109288601,-0.180888590901622,0.5625,339,600,369,672
"133","137","Modaal tot dubbel-modaal (32500-65000 euro in 2010)",0,"mbo (middelbaar beroepsonderwijs)","Linkshandig",1.5,-1.87730186508966,2.5,1.33423320581989,4,0.127260701341909,4,0.530097854191498,NA,NA,1,1,"PVV","PVV",3.21255848976679,-0.495581359736285,2.57232483543572,-2.33368614187895,0.5,329,665,418,739
"134","138","Modaal tot dubbel-modaal (32500-65000 euro in 2010)",1,"mbo (middelbaar beroepsonderwijs)","Rechtshandig",3,0.151531092249389,1.25,-0.757150225741696,4,0.127260701341909,4,0.530097854191498,NA,NA,1,5,"PvdA","PvdA",0.80095066305542,0.204917805638757,0.237615109288601,-0.180888590901622,0.5,328,664,409,617
"135","139","Dubbel-modaal tot driemaal-modaal (65000-100000 euro in 2010) ",1,"havo of vwo (hbs, atheneum, gymnasium)","Rechtshandig",3.75,1.16594757091891,1,-1.17542691205401,4,0.127260701341909,3,-0.24066282671439,NA,NA,1,5,"VVD","VVD",-0.404853250300267,0.204917805638757,-0.021797082505523,0.895510184587043,0.375,334,683,423,658
"136","140","Modaal tot dubbel-modaal (32500-65000 euro in 2010)",1,"mbo (middelbaar beroepsonderwijs)","Rechtshandig",2.5,-0.524746560196959,1.25,-0.757150225741696,3,-0.483084154845155,3,-0.24066282671439,NA,NA,1,4,"GroenLinks","GroenLinks",-0.00291861251503796,0.905416971013799,0.75643949287685,-0.180888590901622,0.4375,322,653,405,673
"137","141","Modaal tot dubbel-modaal (32500-65000 euro in 2010)",0,"havo of vwo (hbs, atheneum, gymnasium)","Rechtshandig",2.75,-0.186607733973785,2,0.497679833195258,5,0.737605557528972,5,1.30085853509739,NA,NA,1,1,"VVD","VVD",0.399016025270191,-0.845830942423806,-0.540621466093772,1.70280926620354,0.3125,313,743,468,667
